,0,1,2,3,4,5,6,7,8,9
2,0.3940592651800089,0.39384822632380784,0.5767521146303243,0.5929370072984246,0.48299964650113,0.48243279003677375,0.5170733744635894,0.4810695238856707,0.5605825063152665,0.48993411312531804
3,0.5355907673350149,0.45033998084325455,0.6727924174936082,0.7117681178094529,0.6106995026790497,0.6533106149302826,0.5161168817893933,0.5376036512312309,0.6212480898414391,0.4506095089705029
4,0.5967628645942451,0.5241942239570847,0.6814086816165913,0.6756511869205201,0.7358569796589421,0.6023604261757578,0.7892751173673971,0.5821453056131121,0.5997285827355173,0.5858056257536637
5,0.7305254778812852,0.65072836285419,0.7115699212124897,0.6461354690722189,0.6498204082693678,0.6025987028948143,0.7797696520286466,0.6397333717152561,0.7262656105580656,0.6775401810283121
6,0.5670599359718537,0.6026086500079149,0.7326029880235987,0.7520980978391663,0.7688582119185063,0.6842917811159691,0.7480765016878892,0.5655848574475398,0.7636123441750353,0.7350910548817978
7,0.728173834593039,0.5890767964878705,0.7953506359039106,0.7638750084436489,0.7765548588365049,0.7158935417098272,0.7738022265214024,0.624541870396495,0.7521287774059311,0.6944248310603721
